@id,type,lon,lat
3156233056,Free_standing,36.33976,32.28099
3156233057,Free_standing,36.33918,32.28117
3156233058,Free_standing,36.33840,32.28128
3156233059,Free_standing,36.33858,32.28134
3156233060,Free_standing,36.33829,32.28137
3156236561,Free_standing,36.33998,32.28152
3156236562,Free_standing,36.33929,32.28155
3156236563,Attached_to_WASH_centre,36.33884,32.28169
3156236564,Attached_to_WASH_centre,36.33937,32.28170
3156236565,Free_standing,36.33831,32.28182
3156236566,Free_standing,36.33895,32.28185
3156236567,Free_standing,36.34042,32.28223
3156236568,Free_standing,36.33952,32.28224
3156236569,Free_standing,36.33702,32.28235
3156236570,Free_standing,36.33904,32.28235
3156236571,Free_standing,36.33776,32.28239
3156236572,Free_standing,36.33947,32.28248
3156236573,Free_standing,36.34084,32.28255
3156236574,Attached_to_WASH_centre,36.33671,32.28256
3156236575,Free_standing,36.33629,32.28262
3156236576,Free_standing,36.33817,32.28264
3156236577,Attached_to_WASH_centre,36.34017,32.28272
3156236578,Free_standing,36.34009,32.28280
3156236579,Free_standing,36.33774,32.28286
3156236580,Free_standing,36.33561,32.28286
3156236581,Attached_to_WASH_centre,36.33529,32.28296
3156236582,Free_standing,36.33531,32.28297
3156236583,Free_standing,36.33532,32.28297
3156236584,Attached_to_WASH_centre,36.33972,32.28299
3156236585,Free_standing,36.33800,32.28300
3156236586,Free_standing,36.33464,32.28301
3156236587,Free_standing,36.33735,32.28311
3156236588,Attached_to_WASH_centre,36.33865,32.28312
3156236589,Free_standing,36.33504,32.28314
3156236590,Oxfam_water_storage,36.33788,32.28316
3156236591,Attached_to_WASH_centre,36.33453,32.28320
3156236592,Free_standing,36.33481,32.28329
3156236593,Free_standing,36.33778,32.28330
3156236594,Free_standing,36.33374,32.28333
3156236595,Attached_to_WASH_centre,36.33620,32.28334
3156236596,Free_standing,36.33466,32.28341
3156236597,Free_standing,36.34064,32.28347
3156236598,Attached_to_WASH_centre,36.33753,32.28352
3156236599,Free_standing,36.33825,32.28356
3156236600,Attached_to_WASH_centre,36.33910,32.28358
3156236601,Free_standing,36.33791,32.28361
3156236602,Free_standing,36.34020,32.28376
3156236603,Attached_to_WASH_centre,36.34007,32.28391
3156236604,Free_standing,36.33568,32.28392
3156236605,Free_standing,36.33463,32.28395
3156236606,Free_standing,36.33572,32.28409
3156236607,Attached_to_WASH_centre,36.33944,32.28410
3156236608,Attached_to_WASH_centre,36.33205,32.28410
3156236609,Free_standing,36.33549,32.28415
3156236610,Free_standing,36.33919,32.28420
3156236611,Oxfam_water_storage,36.33899,32.28423
3156236612,Free_standing,36.33282,32.28423
3156236613,Attached_to_WASH_centre,36.33149,32.28425
3156236614,Attached_to_WASH_centre,36.33202,32.28425
3156236615,Free_standing,36.33607,32.28430
3156236616,Attached_to_WASH_centre,36.33119,32.28432
3156236617,Free_standing,36.34065,32.28432
3156236618,Free_standing,36.33496,32.28435
3156236619,Free_standing,36.33480,32.28438
3156236620,Attached_to_WASH_centre,36.33828,32.28451
3156236621,Free_standing,36.33518,32.28464
3156236622,Attached_to_WASH_centre,36.33818,32.28465
3156236623,Free_standing,36.33734,32.28470
3156236624,Free_standing,36.34085,32.28475
3156236625,Attached_to_WASH_centre,36.32965,32.28476
3156236626,Free_standing,36.33963,32.28484
3156236627,Free_standing,36.32876,32.28489
3156236628,Free_standing,36.33862,32.28490
3156236629,Free_standing,36.33538,32.28492
3156236630,Free_standing,36.32928,32.28496
3156236631,Attached_to_WASH_centre,36.32938,32.28502
3156236632,Attached_to_WASH_centre,36.33610,32.28503
3156236633,Attached_to_WASH_centre,36.32888,32.28504
3156236634,Attached_to_WASH_centre,36.32859,32.28515
3156236635,Free_standing,36.32808,32.28517
3156236636,Free_standing,36.33909,32.28518
3156236637,Free_standing,36.33838,32.28520
3156236638,Free_standing,36.33979,32.28522
3156236639,Free_standing,36.33571,32.28527
3156236640,Attached_to_WASH_centre,36.33990,32.28532
3156236641,Free_standing,36.32972,32.28542
3156236642,Attached_to_WASH_centre,36.33983,32.28548
3156236643,Free_standing,36.32694,32.28549
3156236644,Attached_to_WASH_centre,36.33000,32.28560
3156236645,Free_standing,36.33518,32.28562
3156236646,Attached_to_WASH_centre,36.33291,32.28564
3156236647,Free_standing,36.32791,32.28564
3156236648,Free_standing,36.32919,32.28566
3156236649,Attached_to_WASH_centre,36.32656,32.28570
3156236650,Attached_to_WASH_centre,36.33994,32.28570
3156236651,Attached_to_WASH_centre,36.33266,32.28575
3156236652,Free_standing,36.32686,32.28576
3156236653,Free_standing,36.33614,32.28578
3156236654,Attached_to_WASH_centre,36.33809,32.28579
3156236655,Attached_to_WASH_centre,36.32637,32.28584
3156236656,Free_standing,36.32861,32.28584
3156236657,Free_standing,36.33557,32.28587
3156236658,Attached_to_WASH_centre,36.33222,32.28592
3156236659,Attached_to_WASH_centre,36.33307,32.28593
3156236660,Attached_to_WASH_centre,36.33278,32.28594
3156236761,Attached_to_WASH_centre,36.32589,32.28597
3156236762,Attached_to_WASH_centre,36.33191,32.28602
3156236763,Free_standing,36.33504,32.28604
3156236764,Attached_to_WASH_centre,36.32564,32.28604
3156236765,Attached_to_WASH_centre,36.33227,32.28606
3156236766,Free_standing,36.34058,32.28607
3156236767,Attached_to_WASH_centre,36.33196,32.28609
3156236768,Free_standing,36.33585,32.28617
3156236769,Free_standing,36.33626,32.28617
3156236770,Attached_to_WASH_centre,36.33016,32.28628
3156236771,Attached_to_WASH_centre,36.33649,32.28629
3156236772,Free_standing,36.34132,32.28629
3156236773,Attached_to_WASH_centre,36.32380,32.28630
3156236774,Free_standing,36.33578,32.28631
3156236775,Attached_to_WASH_centre,36.34128,32.28644
3156236776,Free_standing,36.33668,32.28646
3156236777,Attached_to_WASH_centre,36.32968,32.28648
3156236778,Free_standing,36.32712,32.28651
3156236779,Free_standing,36.34155,32.28652
3156236780,Attached_to_WASH_centre,36.33595,32.28655
3156236781,Attached_to_WASH_centre,36.32335,32.28659
3156236782,Free_standing,36.33685,32.28663
3156236783,Attached_to_WASH_centre,36.33942,32.28664
3156236784,Attached_to_WASH_centre,36.32414,32.28664
3156236785,Attached_to_WASH_centre,36.32943,32.28666
3156236786,Oxfam_water_storage,36.33908,32.28666
3156236787,Attached_to_WASH_centre,36.33052,32.28666
3156236788,Free_standing,36.33170,32.28668
3156236789,Attached_to_WASH_centre,36.33025,32.28677
3156236790,Free_standing,36.33614,32.28677
3156236791,Free_standing,36.33865,32.28681
3156236792,Attached_to_WASH_centre,36.33858,32.28688
3156236793,Free_standing,36.32724,32.28688
3156236794,Free_standing,36.32869,32.28689
3156236795,Attached_to_WASH_centre,36.32325,32.28689
3156236796,Free_standing,36.33045,32.28690
3156236797,Attached_to_WASH_centre,36.32975,32.28691
3156236798,Attached_to_WASH_centre,36.32941,32.28691
3156236799,Free_standing,36.32110,32.28692
3156236800,Free_standing,36.34122,32.28697
3156236801,Free_standing,36.32765,32.28698
3156236802,Free_standing,36.32072,32.28705
3156236803,Free_standing,36.33569,32.28709
3156236804,Free_standing,36.32708,32.28711
3156236805,Free_standing,36.32631,32.28714
3156236806,Free_standing,36.32063,32.28715
3156236807,Attached_to_WASH_centre,36.33647,32.28717
3156236808,Free_standing,36.33391,32.28718
3156236809,Free_standing,36.34076,32.28721
3156236810,Free_standing,36.33339,32.28721
3156236811,Attached_to_WASH_centre,36.34102,32.28724
3156236812,Attached_to_WASH_centre,36.32735,32.28730
3156236813,Free_standing,36.32664,32.28732
3156236814,Free_standing,36.31986,32.28733
3156236815,Free_standing,36.32678,32.28735
3156236816,Attached_to_WASH_centre,36.33032,32.28735
3156236817,Free_standing,36.32620,32.28739
3156236818,Free_standing,36.34061,32.28739
3156236819,Attached_to_WASH_centre,36.33699,32.28740
3156236820,Free_standing,36.33729,32.28740
3156236821,Attached_to_WASH_centre,36.32723,32.28743
3156236822,Free_standing,36.33638,32.28743
3156236823,Free_standing,36.33292,32.28743
3156236824,Attached_to_WASH_centre,36.32126,32.28745
3156236825,Free_standing,36.33255,32.28746
3156236826,Free_standing,36.32242,32.28747
3156236827,Free_standing,36.33693,32.28748
3156236828,Free_standing,36.34100,32.28748
3156236829,Free_standing,36.33612,32.28749
3156236830,Attached_to_WASH_centre,36.33373,32.28752
3156236831,Free_standing,36.31957,32.28754
3156236832,Free_standing,36.32070,32.28755
3156236833,Attached_to_WASH_centre,36.33360,32.28756
3156236834,Free_standing,36.32106,32.28756
3156236835,Free_standing,36.32321,32.28760
3156236836,Attached_to_WASH_centre,36.32647,32.28762
3156236837,Free_standing,36.32522,32.28763
3156236838,Attached_to_WASH_centre,36.32740,32.28764
3156236839,Attached_to_WASH_centre,36.34067,32.28765
3156236840,Attached_to_WASH_centre,36.32676,32.28767
3156236841,Free_standing,36.32052,32.28771
3156236842,Free_standing,36.33443,32.28772
3156236843,Attached_to_WASH_centre,36.32040,32.28774
3156236844,Attached_to_WASH_centre,36.33361,32.28774
3156236845,Free_standing,36.34010,32.28780
3156236846,Attached_to_WASH_centre,36.32726,32.28780
3156236847,Free_standing,36.34094,32.28783
3156236848,Attached_to_WASH_centre,36.33303,32.28784
3156236849,Attached_to_WASH_centre,36.33896,32.28785
3156236850,Free_standing,36.32386,32.28785
3156236851,Free_standing,36.33955,32.28786
3156236852,Attached_to_WASH_centre,36.32453,32.28786
3156236853,Free_standing,36.32456,32.28786
3156236854,Attached_to_WASH_centre,36.33349,32.28787
3156236855,Free_standing,36.32008,32.28789
3156236856,Free_standing,36.32077,32.28791
3156236857,Attached_to_WASH_centre,36.32663,32.28794
3156236858,Attached_to_WASH_centre,36.33319,32.28797
3156236859,Attached_to_WASH_centre,36.33057,32.28800
3156236860,Attached_to_WASH_centre,36.33109,32.28801
3156236961,Attached_to_WASH_centre,36.32661,32.28802
3156236962,Free_standing,36.32807,32.28805
3156236963,Attached_to_WASH_centre,36.33284,32.28807
3156236964,Free_standing,36.33874,32.28808
3156236965,Attached_to_WASH_centre,36.33300,32.28809
3156236966,Free_standing,36.32334,32.28810
3156236967,Free_standing,36.34145,32.28810
3156236968,Free_standing,36.33705,32.28814
3156236969,Free_standing,36.33765,32.28815
3156236970,Attached_to_WASH_centre,36.33096,32.28816
3156236971,Free_standing,36.32182,32.28816
3156236972,Free_standing,36.32095,32.28817
3156236973,Free_standing,36.33190,32.28819
3156236974,Free_standing,36.33377,32.28820
3156236975,Free_standing,36.33192,32.28821
3156236976,Attached_to_WASH_centre,36.33704,32.28821
3156236977,Attached_to_WASH_centre,36.31874,32.28827
3156236978,Free_standing,36.33671,32.28828
3156236979,Free_standing,36.31810,32.28832
3156236980,Free_standing,36.33328,32.28833
3156236981,Free_standing,36.32739,32.28835
3156236982,Attached_to_WASH_centre,36.32433,32.28837
3156236983,Attached_to_WASH_centre,36.32534,32.28839
3156236984,Attached_to_WASH_centre,36.33669,32.28839
3156236985,Attached_to_WASH_centre,36.31849,32.28840
3156236986,Attached_to_WASH_centre,36.32488,32.28841
3156236987,Free_standing,36.33349,32.28842
3156236988,Attached_to_WASH_centre,36.32403,32.28842
3156236989,Free_standing,36.32783,32.28845
3156236990,Free_standing,36.34135,32.28847
3156236991,Free_standing,36.33637,32.28848
3156236992,Free_standing,36.32641,32.28850
3156236993,Attached_to_WASH_centre,36.33133,32.28851
3156236994,Attached_to_WASH_centre,36.31803,32.28852
3156236995,Free_standing,36.32251,32.28853
3156236996,Free_standing,36.32048,32.28853
3156236997,Attached_to_WASH_centre,36.32392,32.28854
3156236998,Free_standing,36.32344,32.28855
3156236999,Attached_to_WASH_centre,36.34173,32.28855
3156237000,Free_standing,36.33776,32.28855
3156237001,Attached_to_WASH_centre,36.32477,32.28857
3156237002,Free_standing,36.33734,32.28858
3156237003,Free_standing,36.32704,32.28859
3156237004,Attached_to_WASH_centre,36.31780,32.28860
3156237005,Attached_to_WASH_centre,36.33025,32.28861
3156237006,Free_standing,36.33514,32.28867
3156237007,Attached_to_WASH_centre,36.34132,32.28871
3156237008,Free_standing,36.31736,32.28871
3156237009,Attached_to_WASH_centre,36.32448,32.28872
3156237010,Free_standing,36.33476,32.28879
3156237011,Free_standing,36.32789,32.28880
3156237012,Free_standing,36.33999,32.28882
3156237013,Attached_to_WASH_centre,36.32133,32.28882
3156237014,Free_standing,36.33304,32.28883
3156237015,Attached_to_WASH_centre,36.33061,32.28884
3156237016,Free_standing,36.33398,32.28887
3156237017,Free_standing,36.33973,32.28887
3156237018,Free_standing,36.32731,32.28887
3156237019,Attached_to_WASH_centre,36.34050,32.28889
3156237020,Attached_to_WASH_centre,36.33038,32.28893
3156237021,Attached_to_WASH_centre,36.32801,32.28897
3156237022,Free_standing,36.32062,32.28897
3156237023,Free_standing,36.32705,32.28898
3156237024,Attached_to_WASH_centre,36.32809,32.28901
3156237025,Free_standing,36.34069,32.28903
3156237026,Free_standing,36.33326,32.28905
3156237027,Free_standing,36.31873,32.28909
3156237028,Attached_to_WASH_centre,36.32207,32.28912
3156237029,Attached_to_WASH_centre,36.32460,32.28912
3156237030,Free_standing,36.33317,32.28913
3156237031,Free_standing,36.33370,32.28921
3156237032,Attached_to_WASH_centre,36.33976,32.28921
3156237033,Attached_to_WASH_centre,36.32187,32.28924
3156237034,Free_standing,36.31780,32.28927
3156237035,Free_standing,36.34173,32.28928
3156237036,Free_standing,36.33946,32.28932
3156237037,Free_standing,36.34153,32.28932
3156237038,Free_standing,36.33535,32.28935
3156237039,Attached_to_WASH_centre,36.32210,32.28937
3156237040,Free_standing,36.32287,32.28940
3156237041,Attached_to_WASH_centre,36.32124,32.28941
3156237042,Attached_to_WASH_centre,36.33363,32.28943
3156237043,Attached_to_WASH_centre,36.32769,32.28945
3156237044,Attached_to_WASH_centre,36.32172,32.28945
3156237045,Attached_to_WASH_centre,36.33455,32.28946
3156237046,Attached_to_WASH_centre,36.31858,32.28948
3156237047,Attached_to_WASH_centre,36.32833,32.28948
3156237048,Attached_to_WASH_centre,36.32792,32.28950
3156237049,Free_standing,36.32233,32.28950
3156237050,Free_standing,36.33373,32.28952
3156237051,Free_standing,36.31745,32.28953
3156237052,Free_standing,36.32404,32.28954
3156237053,Free_standing,36.32497,32.28958
3156237054,Attached_to_WASH_centre,36.33110,32.28959
3156237055,Attached_to_WASH_centre,36.34204,32.28963
3156237056,Free_standing,36.32469,32.28964
3156237057,Attached_to_WASH_centre,36.33413,32.28964
3156237058,Attached_to_WASH_centre,36.31746,32.28965
3156237059,Attached_to_WASH_centre,36.32749,32.28965
3156237060,Attached_to_WASH_centre,36.32133,32.28966
3156237161,Free_standing,36.33468,32.28967
3156237162,Free_standing,36.33860,32.28967
3156237163,Attached_to_WASH_centre,36.32111,32.28968
3156237164,Free_standing,36.31702,32.28969
3156237165,Free_standing,36.33416,32.28969
3156237166,Free_standing,36.32235,32.28971
3156237167,Free_standing,36.33005,32.28972
3156237168,Attached_to_WASH_centre,36.32770,32.28973
3156237169,Attached_to_WASH_centre,36.33328,32.28977
3156237170,Free_standing,36.32310,32.28978
3156237171,Attached_to_WASH_centre,36.31706,32.28979
3156237172,Attached_to_WASH_centre,36.32741,32.28980
3156237173,Free_standing,36.34146,32.28983
3156237174,Free_standing,36.31660,32.28984
3156237175,Attached_to_WASH_centre,36.34185,32.28985
3156237176,Free_standing,36.33997,32.28987
3156237177,Free_standing,36.32870,32.28991
3156237178,Attached_to_WASH_centre,36.31954,32.28992
3156237179,Attached_to_WASH_centre,36.34079,32.28995
3156237180,Free_standing,36.32789,32.28996
3156237181,Attached_to_WASH_centre,36.33733,32.28997
3156237182,Free_standing,36.33979,32.28998
3156237183,Free_standing,36.33342,32.29001
3156237184,Free_standing,36.34196,32.29003
3156237185,Free_standing,36.34016,32.29007
3156237186,Free_standing,36.32184,32.29008
3156237187,Attached_to_WASH_centre,36.31929,32.29011
3156237188,Free_standing,36.33856,32.29013
3156237189,Free_standing,36.33714,32.29013
3156237190,Attached_to_WASH_centre,36.33197,32.29014
3156237191,Free_standing,36.34181,32.29016
3156237192,Free_standing,36.34248,32.29016
3156237193,Attached_to_WASH_centre,36.31965,32.29018
3156237194,Attached_to_WASH_centre,36.32534,32.29018
3156237195,Attached_to_WASH_centre,36.31877,32.29021
3156237196,Attached_to_WASH_centre,36.32610,32.29022
3156237197,Free_standing,36.32700,32.29022
3156237198,Free_standing,36.31782,32.29022
3156237199,Attached_to_WASH_centre,36.32606,32.29022
3156237200,Free_standing,36.32221,32.29025
3156237201,Attached_to_WASH_centre,36.34015,32.29028
3156237202,Attached_to_WASH_centre,36.33178,32.29030
3156237203,Free_standing,36.33990,32.29030
3156237204,Free_standing,36.32322,32.29032
3156237205,Free_standing,36.34028,32.29034
3156237206,Attached_to_WASH_centre,36.32522,32.29036
3156237207,Attached_to_WASH_centre,36.32582,32.29039
3156237208,Free_standing,36.32939,32.29039
3156237209,Free_standing,36.31548,32.29042
3156237210,Attached_to_WASH_centre,36.33099,32.29045
3156237211,Attached_to_WASH_centre,36.31887,32.29043
3156237212,Free_standing,36.32746,32.29043
3156237213,Free_standing,36.32603,32.29044
3156237214,Free_standing,36.34079,32.29048
3156237215,Free_standing,36.33743,32.29049
3156237216,Attached_to_WASH_centre,36.31836,32.29050
3156237217,Free_standing,36.31697,32.29054
3156237218,Free_standing,36.33800,32.29054
3156237219,Attached_to_WASH_centre,36.34239,32.29054
3156237220,Free_standing,36.33750,32.29055
3156237221,Attached_to_WASH_centre,36.32529,32.29056
3156237222,Free_standing,36.33702,32.29059
3156237223,Attached_to_WASH_centre,36.34201,32.29060
3156237224,Free_standing,36.32546,32.29060
3156237225,Free_standing,36.32150,32.29061
3156237226,Free_standing,36.32736,32.29062
3156237227,Free_standing,36.31517,32.29062
3156237228,Free_standing,36.31939,32.29064
3156237229,Free_standing,36.32637,32.29066
3156237230,Free_standing,36.32837,32.29067
3156237231,Free_standing,36.33749,32.29067
3156237232,Free_standing,36.33904,32.29069
3156237233,Attached_to_WASH_centre,36.32520,32.29070
3156237234,Free_standing,36.32506,32.29071
3156237235,Free_standing,36.32365,32.29072
3156237236,Free_standing,36.33798,32.29076
3156237237,Free_standing,36.34210,32.29078
3156237238,Free_standing,36.32349,32.29078
3156237239,Attached_to_WASH_centre,36.33928,32.29079
3156237240,Free_standing,36.31833,32.29080
3156237241,Free_standing,36.33513,32.29084
3156237242,Free_standing,36.31498,32.29086
3156237243,Attached_to_WASH_centre,36.33877,32.29087
3156237244,Free_standing,36.33525,32.29087
3156237245,Free_standing,36.31566,32.29088
3156237246,Free_standing,36.34004,32.29092
3156237247,Free_standing,36.31482,32.29092
3156237248,Free_standing,36.32197,32.29092
3156237249,Free_standing,36.32002,32.29093
3156237250,Free_standing,36.31592,32.29098
3156237251,Free_standing,36.32524,32.29099
3156237252,Free_standing,36.34052,32.29102
3156237253,Attached_to_WASH_centre,36.32264,32.29102
3156237254,Free_standing,36.32476,32.29102
3156237255,Free_standing,36.33432,32.29105
3156237256,Free_standing,36.33463,32.29107
3156237257,Free_standing,36.31942,32.29108
3156237258,Free_standing,36.32718,32.29108
3156237259,Free_standing,36.32598,32.29109
3156237260,Attached_to_WASH_centre,36.33798,32.29110
3156237261,Attached_to_WASH_centre,36.32285,32.29111
3156237262,Free_standing,36.34104,32.29112
3156237263,Free_standing,36.32647,32.29114
3156237264,Attached_to_WASH_centre,36.32829,32.29115
3156237265,Free_standing,36.34234,32.29115
3156237266,Attached_to_WASH_centre,36.34136,32.29116
3156237267,Attached_to_WASH_centre,36.32899,32.29116
3156237268,Free_standing,36.32216,32.29116
3156237269,Attached_to_WASH_centre,36.32229,32.29119
3156237270,Free_standing,36.33904,32.29120
3156237271,Free_standing,36.34054,32.29120
3156237272,Attached_to_WASH_centre,36.32250,32.29123
3156237273,Free_standing,36.33780,32.29124
3156237274,Free_standing,36.32621,32.29127
3156237275,Free_standing,36.34159,32.29129
3156237276,Free_standing,36.31879,32.29130
3156237277,Attached_to_WASH_centre,36.32286,32.29130
3156237278,Attached_to_WASH_centre,36.32897,32.29133
3156237279,Free_standing,36.33855,32.29133
3156237280,Attached_to_WASH_centre,36.32265,32.29133
3156237281,Attached_to_WASH_centre,36.31561,32.29135
3156237282,Attached_to_WASH_centre,36.31567,32.29136
3156237283,Free_standing,36.34203,32.29136
3156237284,Attached_to_WASH_centre,36.34065,32.29137
3156237285,Free_standing,36.34276,32.29137
3156237286,Attached_to_WASH_centre,36.32808,32.29139
3156237287,Free_standing,36.33793,32.29142
3156237288,Free_standing,36.31628,32.29150
3156237289,Free_standing,36.31765,32.29150
3156237290,Free_standing,36.32367,32.29154
3156237291,Attached_to_WASH_centre,36.32227,32.29155
3156237292,Free_standing,36.31838,32.29157
3156237293,Free_standing,36.33829,32.29157
3156237294,Free_standing,36.31594,32.29158
3156237295,Attached_to_WASH_centre,36.32204,32.29160
3156237296,Oxfam_water_storage,36.34022,32.29163
3156237297,Attached_to_WASH_centre,36.32593,32.29163
3156237298,Free_standing,36.34147,32.29164
3156237299,Free_standing,36.32257,32.29165
3156237300,Free_standing,36.31864,32.29165
3156237301,Free_standing,36.31882,32.29169
3156237302,Free_standing,36.31585,32.29169
3156237303,Free_standing,36.33928,32.29170
3156237304,Free_standing,36.32664,32.29172
3156237305,Free_standing,36.34282,32.29172
3156237306,Attached_to_WASH_centre,36.34141,32.29173
3156237307,Free_standing,36.31466,32.29173
3156237308,Free_standing,36.34098,32.29174
3156237309,Free_standing,36.32568,32.29175
3156237310,Attached_to_WASH_centre,36.31503,32.29176
3156237311,Free_standing,36.32536,32.29180
3156237312,Attached_to_WASH_centre,36.34262,32.29180
3156237313,Free_standing,36.32592,32.29181
3156237314,Attached_to_WASH_centre,36.33919,32.29181
3156237315,Attached_to_WASH_centre,36.32402,32.29181
3156237316,Attached_to_WASH_centre,36.34309,32.29183
